CustomerID,Quantity,UnitPrice,order_timestamp,TotalPurchase
207,3,13.7,2026-01-13 03:44:48.823599827+00:00,41.099999999999994
207,1,96.61,2026-01-13 03:45:12.823599827+00:00,96.61
207,3,97.81,2026-01-13 03:45:49.823599827+00:00,293.43
207,2,30.83,2026-01-13 03:46:54.823599827+00:00,61.66
61,3,28.75,2026-01-13 02:01:21.844226237+00:00,86.25
61,2,32.69,2026-01-13 02:01:48.844226237+00:00,65.38
61,1,38.19,2026-01-13 02:02:46.844226237+00:00,38.19
104,2,46.96,2026-01-12 15:09:36.554389643+00:00,93.92
104,1,70.79,2026-01-12 15:10:35.554389643+00:00,70.79
104,2,33.67,2026-01-12 15:12:14.554389643+00:00,67.34
104,3,5.61,2026-01-12 15:13:06.554389643+00:00,16.830000000000002
104,2,88.76,2026-01-12 15:14:36.554389643+00:00,177.52
104,4,16.99,2026-01-12 15:15:45.554389643+00:00,67.96
104,4,78.76,2026-01-12 15:16:52.554389643+00:00,315.04
104,3,14.14,2026-01-12 15:18:17.554389643+00:00,42.42
80,4,11.23,2026-01-13 01:21:23.556485263+00:00,44.92
80,3,95.84,2026-01-13 01:22:58.556485263+00:00,287.52
80,1,49.82,2026-01-13 01:24:11.556485263+00:00,49.82
80,2,86.33,2026-01-13 01:25:45.556485263+00:00,172.66
80,1,7.56,2026-01-13 01:27:06.556485263+00:00,7.56
80,4,18.74,2026-01-13 01:28:14.556485263+00:00,74.96
80,1,67.19,2026-01-13 01:29:01.556485263+00:00,67.19
80,2,24.83,2026-01-13 01:29:59.556485263+00:00,49.66
80,3,82.63,2026-01-13 01:30:20.556485263+00:00,247.89
80,2,82.96,2026-01-13 01:30:59.556485263+00:00,165.92
80,1,72.85,2026-01-13 01:31:49.556485263+00:00,72.85
80,1,33.29,2026-01-13 01:32:59.556485263+00:00,33.29
80,2,48.0,2026-01-13 01:33:51.556485263+00:00,96.0
213,2,29.69,2026-01-12 23:51:18.973324191+00:00,59.38
213,3,8.82,2026-01-12 23:52:46.973324191+00:00,26.46
213,2,37.26,2026-01-12 23:53:35.973324191+00:00,74.52
213,4,63.67,2026-01-12 23:55:00.973324191+00:00,254.68
213,2,44.48,2026-01-12 23:55:21.973324191+00:00,88.96
213,3,55.54,2026-01-12 23:56:36.973324191+00:00,166.62
213,2,83.62,2026-01-12 23:57:16.973324191+00:00,167.24
213,3,68.52,2026-01-12 23:58:15.973324191+00:00,205.56
200,3,52.04,2026-01-13 08:28:56.961368995+00:00,156.12
200,3,94.43,2026-01-13 08:30:15.961368995+00:00,283.29
276,1,23.87,2026-01-12 22:02:07.828660940+00:00,23.87
276,1,75.56,2026-01-12 22:02:42.828660940+00:00,75.56
276,3,41.42,2026-01-12 22:03:12.828660940+00:00,124.26
276,2,54.41,2026-01-12 22:03:46.828660940+00:00,108.82
276,4,15.78,2026-01-12 22:04:16.828660940+00:00,63.12
276,2,43.91,2026-01-12 22:05:26.828660940+00:00,87.82
301,3,53.0,2026-01-12 15:48:50.263365478+00:00,159.0
301,2,36.46,2026-01-12 15:50:01.263365478+00:00,72.92
301,2,68.12,2026-01-12 15:50:48.263365478+00:00,136.24
301,1,97.86,2026-01-12 15:51:41.263365478+00:00,97.86
301,4,52.87,2026-01-12 15:52:43.263365478+00:00,211.48
301,1,34.63,2026-01-12 15:54:22.263365478+00:00,34.63
301,2,14.9,2026-01-12 15:55:38.263365478+00:00,29.8
301,3,94.4,2026-01-12 15:56:47.263365478+00:00,283.20000000000005
301,4,86.24,2026-01-12 15:57:55.263365478+00:00,344.96
301,2,46.98,2026-01-12 15:58:46.263365478+00:00,93.96
75,2,85.02,2026-01-13 01:36:03.621648361+00:00,170.04
75,1,63.45,2026-01-13 01:37:18.621648361+00:00,63.45
75,4,8.72,2026-01-13 01:38:13.621648361+00:00,34.88
204,4,62.29,2026-01-12 22:23:48.877894744+00:00,249.16
204,1,98.32,2026-01-12 22:25:19.877894744+00:00,98.32
204,1,29.8,2026-01-12 22:26:37.877894744+00:00,29.8
204,2,43.51,2026-01-12 22:27:49.877894744+00:00,87.02
204,3,56.9,2026-01-12 22:29:27.877894744+00:00,170.7
204,1,9.61,2026-01-12 22:29:56.877894744+00:00,9.61
204,2,52.36,2026-01-12 22:30:45.877894744+00:00,104.72
204,4,62.15,2026-01-12 22:31:17.877894744+00:00,248.6
204,1,56.08,2026-01-12 22:32:04.877894744+00:00,56.08
204,4,76.43,2026-01-12 22:32:34.877894744+00:00,305.72
204,2,71.27,2026-01-12 22:33:07.877894744+00:00,142.54
204,1,67.19,2026-01-12 22:34:20.877894744+00:00,67.19
204,3,88.91,2026-01-12 22:34:47.877894744+00:00,266.73
5,4,23.12,2026-01-12 22:02:47.824246062+00:00,92.48
5,1,57.31,2026-01-12 22:03:29.824246062+00:00,57.31
5,2,33.6,2026-01-12 22:04:02.824246062+00:00,67.2
5,2,54.16,2026-01-12 22:04:24.824246062+00:00,108.32
5,2,5.51,2026-01-12 22:05:45.824246062+00:00,11.02
5,4,38.71,2026-01-12 22:07:09.824246062+00:00,154.84
5,1,52.13,2026-01-12 22:08:45.824246062+00:00,52.13
5,4,28.59,2026-01-12 22:09:57.824246062+00:00,114.36
5,2,81.83,2026-01-12 22:11:25.824246062+00:00,163.66
190,4,20.25,2026-01-12 09:38:11.757337242+00:00,81.0
190,2,17.85,2026-01-12 09:38:51.757337242+00:00,35.7
190,3,37.41,2026-01-12 09:39:38.757337242+00:00,112.22999999999999
190,4,98.67,2026-01-12 09:40:51.757337242+00:00,394.68
135,2,14.36,2026-01-12 20:51:50.812687964+00:00,28.72
135,1,34.41,2026-01-12 20:52:46.812687964+00:00,34.41
135,1,46.72,2026-01-12 20:54:22.812687964+00:00,46.72
135,2,50.45,2026-01-12 20:55:10.812687964+00:00,100.9
135,3,94.42,2026-01-12 20:55:33.812687964+00:00,283.26
135,3,22.91,2026-01-12 20:57:06.812687964+00:00,68.73
135,3,41.44,2026-01-12 20:57:34.812687964+00:00,124.32
135,1,18.66,2026-01-12 20:58:18.812687964+00:00,18.66
135,2,33.02,2026-01-12 20:59:12.812687964+00:00,66.04
135,1,70.15,2026-01-12 21:00:19.812687964+00:00,70.15
135,3,85.28,2026-01-12 21:01:18.812687964+00:00,255.84
135,1,31.71,2026-01-12 21:01:47.812687964+00:00,31.71
135,3,52.64,2026-01-12 21:02:53.812687964+00:00,157.92000000000002
175,2,56.82,2026-01-12 14:42:33.050539855+00:00,113.64
175,1,10.58,2026-01-12 14:44:00.050539855+00:00,10.58
203,2,11.68,2026-01-12 18:07:43.189143478+00:00,23.36
203,3,8.87,2026-01-12 18:08:53.189143478+00:00,26.61
203,2,58.59,2026-01-12 18:09:57.189143478+00:00,117.18
203,3,35.78,2026-01-12 18:11:17.189143478+00:00,107.34
203,3,68.38,2026-01-12 18:12:53.189143478+00:00,205.14
203,4,20.98,2026-01-12 18:13:44.189143478+00:00,83.92
203,2,13.83,2026-01-12 18:14:19.189143478+00:00,27.66
203,3,27.94,2026-01-12 18:14:57.189143478+00:00,83.82000000000001
203,2,61.95,2026-01-12 18:15:33.189143478+00:00,123.9
203,1,64.93,2026-01-12 18:16:01.189143478+00:00,64.93
203,4,8.06,2026-01-12 18:17:04.189143478+00:00,32.24
203,1,58.69,2026-01-12 18:18:09.189143478+00:00,58.69
203,3,24.3,2026-01-12 18:18:39.189143478+00:00,72.9
220,1,84.65,2026-01-12 23:30:38.797909637+00:00,84.65
220,4,60.93,2026-01-12 23:32:02.797909637+00:00,243.72
220,1,32.53,2026-01-12 23:32:29.797909637+00:00,32.53
220,2,91.65,2026-01-12 23:33:30.797909637+00:00,183.3
220,2,37.33,2026-01-12 23:34:49.797909637+00:00,74.66
220,3,55.82,2026-01-12 23:35:23.797909637+00:00,167.46
220,2,74.02,2026-01-12 23:36:35.797909637+00:00,148.04
30,4,42.98,2026-01-12 10:39:35.382480545+00:00,171.92
30,1,71.78,2026-01-12 10:41:04.382480545+00:00,71.78
30,3,41.78,2026-01-12 10:42:28.382480545+00:00,125.34
30,2,97.82,2026-01-12 10:44:00.382480545+00:00,195.64
30,2,75.61,2026-01-12 10:45:10.382480545+00:00,151.22
30,4,63.3,2026-01-12 10:46:43.382480545+00:00,253.2
30,4,50.34,2026-01-12 10:47:32.382480545+00:00,201.36
30,1,7.36,2026-01-12 10:48:55.382480545+00:00,7.36
30,2,68.18,2026-01-12 10:50:04.382480545+00:00,136.36
129,3,70.13,2026-01-12 18:05:42.850255695+00:00,210.39
181,4,51.49,2026-01-12 23:58:29.101810678+00:00,205.96
181,1,44.22,2026-01-12 23:59:27.101810678+00:00,44.22
181,4,77.23,2026-01-13 00:00:27.101810678+00:00,308.92
181,4,6.81,2026-01-13 00:01:55.101810678+00:00,27.24
181,1,38.08,2026-01-13 00:02:40.101810678+00:00,38.08
181,4,75.89,2026-01-13 00:03:21.101810678+00:00,303.56
181,2,97.33,2026-01-13 00:04:09.101810678+00:00,194.66
181,2,99.84,2026-01-13 00:05:37.101810678+00:00,199.68
181,4,28.52,2026-01-13 00:06:38.101810678+00:00,114.08
181,2,44.08,2026-01-13 00:07:12.101810678+00:00,88.16
181,1,41.16,2026-01-13 00:07:59.101810678+00:00,41.16
181,3,77.62,2026-01-13 00:08:53.101810678+00:00,232.86
181,1,27.42,2026-01-13 00:09:35.101810678+00:00,27.42
53,4,57.1,2026-01-13 05:26:41.520535278+00:00,228.4
53,4,95.89,2026-01-13 05:27:55.520535278+00:00,383.56
53,4,33.36,2026-01-13 05:28:32.520535278+00:00,133.44
53,4,22.98,2026-01-13 05:29:16.520535278+00:00,91.92
53,1,34.93,2026-01-13 05:30:06.520535278+00:00,34.93
53,1,23.31,2026-01-13 05:30:55.520535278+00:00,23.31
53,3,35.59,2026-01-13 05:31:50.520535278+00:00,106.77000000000001
124,1,27.9,2026-01-13 08:39:49.614481411+00:00,27.9
124,4,68.97,2026-01-13 08:41:13.614481411+00:00,275.88
124,4,90.26,2026-01-13 08:42:46.614481411+00:00,361.04
124,3,22.48,2026-01-13 08:44:03.614481411+00:00,67.44
124,2,8.22,2026-01-13 08:45:41.614481411+00:00,16.44
124,2,12.15,2026-01-13 08:46:53.614481411+00:00,24.3
124,4,46.24,2026-01-13 08:48:27.614481411+00:00,184.96
124,1,26.02,2026-01-13 08:49:45.614481411+00:00,26.02
124,2,86.75,2026-01-13 08:51:20.614481411+00:00,173.5
124,2,60.53,2026-01-13 08:51:45.614481411+00:00,121.06
124,4,88.43,2026-01-13 08:53:02.614481411+00:00,353.72
124,3,87.28,2026-01-13 08:53:25.614481411+00:00,261.84000000000003
124,1,25.62,2026-01-13 08:54:18.614481411+00:00,25.62
124,3,63.35,2026-01-13 08:55:23.614481411+00:00,190.05
73,1,8.41,2026-01-13 04:54:21.709259804+00:00,8.41
73,2,50.22,2026-01-13 04:55:06.709259804+00:00,100.44
73,3,71.75,2026-01-13 04:55:59.709259804+00:00,215.25
73,1,69.6,2026-01-13 04:57:38.709259804+00:00,69.6
73,4,27.18,2026-01-13 04:58:20.709259804+00:00,108.72
73,1,62.8,2026-01-13 04:58:59.709259804+00:00,62.8
73,4,19.17,2026-01-13 05:00:24.709259804+00:00,76.68
73,1,62.06,2026-01-13 05:01:25.709259804+00:00,62.06
73,2,60.45,2026-01-13 05:03:04.709259804+00:00,120.9
73,4,39.41,2026-01-13 05:04:30.709259804+00:00,157.64
73,3,20.78,2026-01-13 05:05:01.709259804+00:00,62.34
96,1,56.42,2026-01-13 00:43:49.317625365+00:00,56.42
96,1,91.48,2026-01-13 00:44:17.317625365+00:00,91.48
113,1,8.93,2026-01-13 05:55:01.232808034+00:00,8.93
113,3,5.93,2026-01-13 05:56:17.232808034+00:00,17.79
113,1,28.02,2026-01-13 05:57:32.232808034+00:00,28.02
113,3,75.58,2026-01-13 05:57:56.232808034+00:00,226.74
113,4,66.08,2026-01-13 05:59:25.232808034+00:00,264.32
113,3,90.4,2026-01-13 06:00:36.232808034+00:00,271.20000000000005
113,4,17.84,2026-01-13 06:02:02.232808034+00:00,71.36
113,2,16.39,2026-01-13 06:03:22.232808034+00:00,32.78
113,1,35.28,2026-01-13 06:04:32.232808034+00:00,35.28
