CustomerID,Quantity,UnitPrice,order_timestamp,TotalPurchase
27,3,46.82,2026-01-11 14:45:50.863682468+00:00,140.46
27,4,36.8,2026-01-11 14:46:14.863682468+00:00,147.2
27,4,19.32,2026-01-11 14:47:33.863682468+00:00,77.28
27,2,14.3,2026-01-11 14:48:32.863682468+00:00,28.6
27,4,31.32,2026-01-11 14:49:40.863682468+00:00,125.28
27,4,42.44,2026-01-11 14:50:40.863682468+00:00,169.76
27,4,14.59,2026-01-11 14:51:09.863682468+00:00,58.36
27,4,43.28,2026-01-11 14:52:43.863682468+00:00,173.12
27,1,75.38,2026-01-11 14:53:30.863682468+00:00,75.38
27,2,67.89,2026-01-11 14:54:35.863682468+00:00,135.78
128,2,46.62,2026-01-12 02:09:56.124402916+00:00,93.24
128,3,79.56,2026-01-12 02:10:56.124402916+00:00,238.68
128,4,31.11,2026-01-12 02:12:32.124402916+00:00,124.44
79,3,38.06,2026-01-11 20:33:42.641384089+00:00,114.18
79,3,34.07,2026-01-11 20:35:17.641384089+00:00,102.21000000000001
79,3,73.17,2026-01-11 20:36:18.641384089+00:00,219.51
79,1,84.36,2026-01-11 20:37:57.641384089+00:00,84.36
79,4,39.33,2026-01-11 20:38:22.641384089+00:00,157.32
79,1,35.22,2026-01-11 20:39:15.641384089+00:00,35.22
79,2,87.27,2026-01-11 20:40:54.641384089+00:00,174.54
79,3,30.79,2026-01-11 20:41:21.641384089+00:00,92.37
79,3,69.12,2026-01-11 20:42:17.641384089+00:00,207.36
79,4,50.25,2026-01-11 20:43:25.641384089+00:00,201.0
79,1,10.04,2026-01-11 20:44:48.641384089+00:00,10.04
79,3,83.84,2026-01-11 20:45:34.641384089+00:00,251.52
1,4,8.6,2026-01-11 11:50:58.963039239+00:00,34.4
1,2,69.63,2026-01-11 11:51:19.963039239+00:00,139.26
1,2,57.31,2026-01-11 11:52:10.963039239+00:00,114.62
1,2,19.59,2026-01-11 11:52:35.963039239+00:00,39.18
1,4,53.58,2026-01-11 11:54:08.963039239+00:00,214.32
167,1,5.96,2026-01-11 07:01:17.066049257+00:00,5.96
167,1,34.63,2026-01-11 07:02:13.066049257+00:00,34.63
167,1,74.91,2026-01-11 07:03:40.066049257+00:00,74.91
167,1,23.58,2026-01-11 07:05:08.066049257+00:00,23.58
167,2,67.95,2026-01-11 07:06:22.066049257+00:00,135.9
167,2,7.17,2026-01-11 07:07:11.066049257+00:00,14.34
167,4,29.86,2026-01-11 07:07:40.066049257+00:00,119.44
167,4,60.79,2026-01-11 07:08:37.066049257+00:00,243.16
184,2,57.05,2026-01-11 15:34:00.783361843+00:00,114.1
221,3,43.93,2026-01-12 00:52:52.583214721+00:00,131.79
221,4,77.0,2026-01-12 00:53:40.583214721+00:00,308.0
221,4,59.88,2026-01-12 00:55:07.583214721+00:00,239.52
221,3,60.95,2026-01-12 00:56:12.583214721+00:00,182.85000000000002
221,2,15.23,2026-01-12 00:57:21.583214721+00:00,30.46
221,4,91.36,2026-01-12 00:57:49.583214721+00:00,365.44
221,3,90.34,2026-01-12 00:59:15.583214721+00:00,271.02
221,4,27.03,2026-01-12 01:00:02.583214721+00:00,108.12
221,2,36.46,2026-01-12 01:00:29.583214721+00:00,72.92
221,4,5.36,2026-01-12 01:01:52.583214721+00:00,21.44
