CustomerID,Quantity,UnitPrice,order_timestamp,TotalPurchase
53,1,36.13,2025-10-16 11:30:21.701090920+00:00,36.13
53,2,34.39,2025-10-16 11:31:08.701090920+00:00,68.78
53,3,53.63,2025-10-16 11:32:45.701090920+00:00,160.89000000000001
53,3,84.18,2025-10-16 11:34:18.701090920+00:00,252.54000000000002
82,1,98.89,2025-10-16 23:43:27.952995487+00:00,98.89
82,2,47.96,2025-10-16 23:44:55.952995487+00:00,95.92
82,4,47.06,2025-10-16 23:45:54.952995487+00:00,188.24
82,1,33.99,2025-10-16 23:47:03.952995487+00:00,33.99
82,2,50.42,2025-10-16 23:48:31.952995487+00:00,100.84
82,2,17.46,2025-10-16 23:49:59.952995487+00:00,34.92
82,1,48.21,2025-10-16 23:50:26.952995487+00:00,48.21
82,2,20.06,2025-10-16 23:51:07.952995487+00:00,40.12
82,1,18.46,2025-10-16 23:52:06.952995487+00:00,18.46
82,3,24.52,2025-10-16 23:52:34.952995487+00:00,73.56
82,3,28.93,2025-10-16 23:54:13.952995487+00:00,86.78999999999999
82,1,59.33,2025-10-16 23:54:41.952995487+00:00,59.33
82,2,10.94,2025-10-16 23:55:36.952995487+00:00,21.88
204,1,37.17,2025-10-16 23:37:30.849894452+00:00,37.17
204,2,83.23,2025-10-16 23:38:00.849894452+00:00,166.46
204,2,29.75,2025-10-16 23:38:54.849894452+00:00,59.5
204,2,19.62,2025-10-16 23:40:29.849894452+00:00,39.24
204,2,19.98,2025-10-16 23:41:01.849894452+00:00,39.96
204,4,38.59,2025-10-16 23:41:43.849894452+00:00,154.36
204,4,64.8,2025-10-16 23:43:01.849894452+00:00,259.2
204,2,65.14,2025-10-16 23:43:30.849894452+00:00,130.28
204,3,59.97,2025-10-16 23:44:18.849894452+00:00,179.91
204,4,96.29,2025-10-16 23:45:07.849894452+00:00,385.16
78,3,60.93,2025-10-16 10:49:21.612844774+00:00,182.79
78,2,14.62,2025-10-16 10:49:43.612844774+00:00,29.24
78,2,48.25,2025-10-16 10:50:26.612844774+00:00,96.5
78,4,11.84,2025-10-16 10:50:50.612844774+00:00,47.36
78,3,73.27,2025-10-16 10:52:20.612844774+00:00,219.81
78,4,96.86,2025-10-16 10:53:07.612844774+00:00,387.44
63,3,29.29,2025-10-16 09:34:23.018158326+00:00,87.87
63,2,32.98,2025-10-16 09:35:03.018158326+00:00,65.96
63,2,5.72,2025-10-16 09:35:34.018158326+00:00,11.44
63,4,67.98,2025-10-16 09:36:49.018158326+00:00,271.92
63,1,50.69,2025-10-16 09:37:40.018158326+00:00,50.69
63,3,38.79,2025-10-16 09:39:03.018158326+00:00,116.37
63,4,15.61,2025-10-16 09:39:30.018158326+00:00,62.44
63,2,90.77,2025-10-16 09:40:12.018158326+00:00,181.54
63,2,86.87,2025-10-16 09:40:51.018158326+00:00,173.74
63,2,93.57,2025-10-16 09:42:11.018158326+00:00,187.14
63,2,59.21,2025-10-16 09:43:17.018158326+00:00,118.42
79,4,71.42,2025-10-16 09:18:53.685862313+00:00,285.68
79,2,28.47,2025-10-16 09:19:59.685862313+00:00,56.94
79,4,95.69,2025-10-16 09:20:41.685862313+00:00,382.76
79,1,42.13,2025-10-16 09:21:39.685862313+00:00,42.13
79,4,69.14,2025-10-16 09:23:15.685862313+00:00,276.56
