CustomerID,Quantity,UnitPrice,order_timestamp,TotalPurchase
317,2,41.39,2026-01-21 20:21:31.225213888+00:00,82.78
317,1,87.32,2026-01-21 20:22:55.225213888+00:00,87.32
317,4,29.84,2026-01-21 20:23:56.225213888+00:00,119.36
317,4,17.88,2026-01-21 20:25:33.225213888+00:00,71.52
317,3,63.83,2026-01-21 20:26:28.225213888+00:00,191.49
317,2,60.47,2026-01-21 20:26:53.225213888+00:00,120.94
317,3,80.58,2026-01-21 20:27:59.225213888+00:00,241.74
317,4,73.65,2026-01-21 20:28:37.225213888+00:00,294.6
317,1,39.43,2026-01-21 20:29:16.225213888+00:00,39.43
317,1,22.07,2026-01-21 20:30:54.225213888+00:00,22.07
317,4,63.19,2026-01-21 20:32:05.225213888+00:00,252.76
317,4,82.7,2026-01-21 20:32:34.225213888+00:00,330.8
317,3,70.52,2026-01-21 20:33:10.225213888+00:00,211.56
317,4,77.02,2026-01-21 20:34:23.225213888+00:00,308.08
90,1,70.56,2026-01-21 10:16:59.795712092+00:00,70.56
90,1,49.88,2026-01-21 10:18:16.795712092+00:00,49.88
90,1,68.27,2026-01-21 10:19:32.795712092+00:00,68.27
90,3,25.18,2026-01-21 10:20:18.795712092+00:00,75.53999999999999
90,4,59.46,2026-01-21 10:20:53.795712092+00:00,237.84
90,2,39.97,2026-01-21 10:22:22.795712092+00:00,79.94
90,4,84.17,2026-01-21 10:22:48.795712092+00:00,336.68
90,4,45.03,2026-01-21 10:24:02.795712092+00:00,180.12
90,1,59.8,2026-01-21 10:24:40.795712092+00:00,59.8
90,3,10.58,2026-01-21 10:26:01.795712092+00:00,31.740000000000002
90,2,21.54,2026-01-21 10:26:27.795712092+00:00,43.08
90,4,87.3,2026-01-21 10:27:44.795712092+00:00,349.2
381,1,74.07,2026-01-22 04:53:10.207013653+00:00,74.07
381,3,52.75,2026-01-22 04:53:40.207013653+00:00,158.25
225,4,50.39,2026-01-22 00:16:46.666996076+00:00,201.56
225,1,35.2,2026-01-22 00:18:22.666996076+00:00,35.2
225,3,20.66,2026-01-22 00:19:03.666996076+00:00,61.980000000000004
225,4,15.93,2026-01-22 00:19:57.666996076+00:00,63.72
225,4,81.0,2026-01-22 00:21:35.666996076+00:00,324.0
225,3,91.94,2026-01-22 00:22:00.666996076+00:00,275.82
225,3,23.9,2026-01-22 00:23:38.666996076+00:00,71.69999999999999
225,4,21.09,2026-01-22 00:24:49.666996076+00:00,84.36
225,3,72.26,2026-01-22 00:25:13.666996076+00:00,216.78000000000003
225,4,81.83,2026-01-22 00:25:37.666996076+00:00,327.32
225,4,87.73,2026-01-22 00:26:38.666996076+00:00,350.92
225,1,96.24,2026-01-22 00:28:01.666996076+00:00,96.24
225,1,22.16,2026-01-22 00:28:46.666996076+00:00,22.16
225,1,70.12,2026-01-22 00:29:35.666996076+00:00,70.12
354,2,10.75,2026-01-21 21:34:54.942062977+00:00,21.5
354,1,13.48,2026-01-21 21:36:07.942062977+00:00,13.48
1,1,94.49,2026-01-21 19:55:15.950598652+00:00,94.49
1,4,59.7,2026-01-21 19:56:02.950598652+00:00,238.8
1,4,76.04,2026-01-21 19:57:12.950598652+00:00,304.16
1,4,84.29,2026-01-21 19:57:51.950598652+00:00,337.16
1,3,98.77,2026-01-21 19:58:50.950598652+00:00,296.31
1,3,70.18,2026-01-21 20:00:28.950598652+00:00,210.54000000000002
1,1,89.88,2026-01-21 20:01:57.950598652+00:00,89.88
1,4,93.07,2026-01-21 20:02:56.950598652+00:00,372.28
1,4,71.57,2026-01-21 20:03:25.950598652+00:00,286.28
1,4,73.76,2026-01-21 20:05:02.950598652+00:00,295.04
347,2,99.49,2026-01-21 13:55:23.044094581+00:00,198.98
347,2,57.35,2026-01-21 13:56:31.044094581+00:00,114.7
347,2,52.68,2026-01-21 13:57:10.044094581+00:00,105.36
347,1,28.38,2026-01-21 13:57:39.044094581+00:00,28.38
