CustomerID,Quantity,UnitPrice,order_timestamp,TotalPurchase
312,2,32.73,2026-01-15 17:43:01.318464423+00:00,65.46
312,3,62.45,2026-01-15 17:43:31.318464423+00:00,187.35000000000002
312,2,86.82,2026-01-15 17:44:43.318464423+00:00,173.64
312,3,34.46,2026-01-15 17:45:44.318464423+00:00,103.38
312,2,87.59,2026-01-15 17:46:08.318464423+00:00,175.18
274,1,65.32,2026-01-15 10:17:19.101249416+00:00,65.32
274,1,21.79,2026-01-15 10:18:12.101249416+00:00,21.79
274,4,76.68,2026-01-15 10:18:33.101249416+00:00,306.72
274,3,12.21,2026-01-15 10:19:03.101249416+00:00,36.63
274,2,82.72,2026-01-15 10:20:10.101249416+00:00,165.44
274,1,64.79,2026-01-15 10:21:06.101249416+00:00,64.79
274,1,22.87,2026-01-15 10:21:38.101249416+00:00,22.87
274,2,86.6,2026-01-15 10:22:20.101249416+00:00,173.2
274,1,14.36,2026-01-15 10:23:35.101249416+00:00,14.36
274,1,97.39,2026-01-15 10:24:04.101249416+00:00,97.39
274,4,44.73,2026-01-15 10:24:41.101249416+00:00,178.92
274,1,38.32,2026-01-15 10:25:46.101249416+00:00,38.32
274,1,36.82,2026-01-15 10:26:19.101249416+00:00,36.82
274,1,55.61,2026-01-15 10:27:29.101249416+00:00,55.61
113,1,55.49,2026-01-16 03:17:54.626051475+00:00,55.49
113,2,72.9,2026-01-16 03:18:20.626051475+00:00,145.8
113,3,18.23,2026-01-16 03:19:35.626051475+00:00,54.69
113,4,9.31,2026-01-16 03:20:19.626051475+00:00,37.24
113,1,19.01,2026-01-16 03:21:00.626051475+00:00,19.01
113,4,77.24,2026-01-16 03:21:31.626051475+00:00,308.96
118,2,8.17,2026-01-15 15:11:53.577207948+00:00,16.34
118,3,85.69,2026-01-15 15:12:19.577207948+00:00,257.07
118,2,72.76,2026-01-15 15:13:22.577207948+00:00,145.52
118,2,21.98,2026-01-15 15:14:33.577207948+00:00,43.96
118,2,99.92,2026-01-15 15:16:03.577207948+00:00,199.84
118,1,26.74,2026-01-15 15:16:39.577207948+00:00,26.74
118,1,6.25,2026-01-15 15:17:31.577207948+00:00,6.25
118,2,86.7,2026-01-15 15:18:17.577207948+00:00,173.4
118,2,20.03,2026-01-15 15:19:39.577207948+00:00,40.06
168,3,70.65,2026-01-16 04:43:01.014645314+00:00,211.95000000000002
168,4,29.21,2026-01-16 04:43:59.014645314+00:00,116.84
168,2,17.19,2026-01-16 04:44:30.014645314+00:00,34.38
168,1,71.09,2026-01-16 04:45:53.014645314+00:00,71.09
168,1,73.97,2026-01-16 04:46:45.014645314+00:00,73.97
57,3,67.15,2026-01-16 04:20:28.620639770+00:00,201.45000000000002
57,4,7.5,2026-01-16 04:20:49.620639770+00:00,30.0
57,1,95.05,2026-01-16 04:22:07.620639770+00:00,95.05
57,2,29.04,2026-01-16 04:22:46.620639770+00:00,58.08
57,2,22.65,2026-01-16 04:24:17.620639770+00:00,45.3
358,3,64.19,2026-01-16 04:47:31.776838123+00:00,192.57
358,4,13.06,2026-01-16 04:47:55.776838123+00:00,52.24
290,2,53.28,2026-01-15 19:13:30.931972245+00:00,106.56
290,2,22.15,2026-01-15 19:14:47.931972245+00:00,44.3
290,4,88.48,2026-01-15 19:15:28.931972245+00:00,353.92
290,4,70.47,2026-01-15 19:16:32.931972245+00:00,281.88
290,2,76.27,2026-01-15 19:17:48.931972245+00:00,152.54
290,2,18.67,2026-01-15 19:19:11.931972245+00:00,37.34
290,1,98.88,2026-01-15 19:20:13.931972245+00:00,98.88
290,3,73.45,2026-01-15 19:21:05.931972245+00:00,220.35000000000002
290,1,81.04,2026-01-15 19:22:39.931972245+00:00,81.04
290,1,99.85,2026-01-15 19:23:06.931972245+00:00,99.85
290,4,5.83,2026-01-15 19:23:31.931972245+00:00,23.32
290,3,47.07,2026-01-15 19:24:55.931972245+00:00,141.21
285,4,74.17,2026-01-16 00:51:53.057758319+00:00,296.68
285,1,49.11,2026-01-16 00:52:34.057758319+00:00,49.11
285,3,35.61,2026-01-16 00:53:05.057758319+00:00,106.83
285,2,93.24,2026-01-16 00:53:35.057758319+00:00,186.48
340,4,23.41,2026-01-15 23:34:34.745175990+00:00,93.64
340,3,64.5,2026-01-15 23:36:02.745175990+00:00,193.5
340,4,27.33,2026-01-15 23:37:15.745175990+00:00,109.32
340,1,16.92,2026-01-15 23:37:40.745175990+00:00,16.92
340,1,19.06,2026-01-15 23:38:31.745175990+00:00,19.06
340,1,14.91,2026-01-15 23:38:53.745175990+00:00,14.91
17,4,9.82,2026-01-15 07:28:00.817237288+00:00,39.28
17,1,93.36,2026-01-15 07:29:23.817237288+00:00,93.36
89,1,50.62,2026-01-16 03:42:41.320083860+00:00,50.62
89,2,15.75,2026-01-16 03:43:12.320083860+00:00,31.5
331,4,26.77,2026-01-15 14:20:55.674399852+00:00,107.08
331,1,13.99,2026-01-15 14:22:03.674399852+00:00,13.99
331,3,44.82,2026-01-15 14:23:23.674399852+00:00,134.46
331,4,48.71,2026-01-15 14:24:28.674399852+00:00,194.84
331,1,8.72,2026-01-15 14:26:04.674399852+00:00,8.72
331,2,79.96,2026-01-15 14:26:52.674399852+00:00,159.92
331,2,5.78,2026-01-15 14:27:37.674399852+00:00,11.56
331,4,7.21,2026-01-15 14:28:29.674399852+00:00,28.84
331,3,80.94,2026-01-15 14:29:06.674399852+00:00,242.82
149,4,25.75,2026-01-15 22:11:46.868227173+00:00,103.0
149,1,71.04,2026-01-15 22:12:26.868227173+00:00,71.04
149,2,26.32,2026-01-15 22:13:55.868227173+00:00,52.64
149,1,16.47,2026-01-15 22:14:47.868227173+00:00,16.47
149,4,13.96,2026-01-15 22:16:03.868227173+00:00,55.84
149,1,35.63,2026-01-15 22:17:37.868227173+00:00,35.63
149,4,15.91,2026-01-15 22:18:46.868227173+00:00,63.64
33,4,7.32,2026-01-16 04:00:00.733934437+00:00,29.28
33,1,83.58,2026-01-16 04:00:41.733934437+00:00,83.58
281,4,96.85,2026-01-15 14:38:57.777043425+00:00,387.4
281,3,55.26,2026-01-15 14:39:58.777043425+00:00,165.78
281,2,40.26,2026-01-15 14:40:20.777043425+00:00,80.52
281,4,80.26,2026-01-15 14:41:53.777043425+00:00,321.04
281,3,17.79,2026-01-15 14:42:15.777043425+00:00,53.37
281,1,62.45,2026-01-15 14:43:04.777043425+00:00,62.45
281,2,48.73,2026-01-15 14:44:31.777043425+00:00,97.46
